CRM ID,Analysis Method,Element,Unit,Certified Value,1SD
OREAS 682,4-Acid Digestion,Re,ppm,0.0018,IND
OREAS 682,4-Acid Digestion,Ge,ppm,0.119166666666667,IND
OREAS 682,4-Acid Digestion,Se,ppm,0.94,IND
OREAS 682,Infrared Combustion,CO2,wt.%,0.211833333333333,IND
OREAS 682,Infrared Combustion,S,wt.%,0.0951666666666667,IND
OREAS 683,NiS Fire Assay,Os,ppb,37.75,IND
OREAS 683,NiS Fire Assay,Re,ppb,0.666666666666667,IND
OREAS 683,Peroxide Fusion ICP,Ag,ppm,< 1,IND
OREAS 683,Peroxide Fusion ICP,In,ppm,< 0.2,IND
OREAS 683,Peroxide Fusion ICP,Sn,ppm,< 10,IND
OREAS 683,Peroxide Fusion ICP,As,ppm,< 100,IND
OREAS 683,Peroxide Fusion ICP,Mo,ppm,1.23,IND
OREAS 683,Peroxide Fusion ICP,Ta,ppm,< 0.5,IND
OREAS 683,Peroxide Fusion ICP,B,ppm,17.8555555555556,IND
OREAS 683,Peroxide Fusion ICP,Nb,ppm,2.3547619047619,IND
OREAS 683,Peroxide Fusion ICP,Te,ppm,< 2,IND
OREAS 683,Peroxide Fusion ICP,Be,ppm,< 5,IND
OREAS 683,Peroxide Fusion ICP,P,wt.%,0.0392576850720506,IND
OREAS 683,Peroxide Fusion ICP,Tl,ppm,< 0.5,IND
OREAS 683,Peroxide Fusion ICP,Bi,ppm,0.183333333333333,IND
OREAS 683,Peroxide Fusion ICP,Pb,ppm,10.8571428571429,IND
OREAS 683,Peroxide Fusion ICP,W,ppm,1.25958333333333,IND
OREAS 683,Peroxide Fusion ICP,Cd,ppm,< 10,IND
OREAS 683,Peroxide Fusion ICP,Re,ppm,< 0.1,IND
OREAS 683,Peroxide Fusion ICP,Zr,ppm,39.955,IND
OREAS 683,Peroxide Fusion ICP,Ge,ppm,1.31527777777778,IND
OREAS 683,Peroxide Fusion ICP,Sb,ppm,0.227777777777778,IND
OREAS 683,Peroxide Fusion ICP,Hf,ppm,0.888888888888889,IND
OREAS 683,Peroxide Fusion ICP,Se,ppm,< 20,IND
OREAS 683,4-Acid Digestion,As,ppm,2.13205128205128,IND
OREAS 683,4-Acid Digestion,Re,ppm,0.00233333333333333,IND
OREAS 683,4-Acid Digestion,Ta,ppm,0.200364666666667,IND
OREAS 683,4-Acid Digestion,Ge,ppm,0.116111111111111,IND
OREAS 683,4-Acid Digestion,Sb,ppm,0.161704166666667,IND
OREAS 683,4-Acid Digestion,Te,ppm,0.282272727272727,IND
OREAS 683,4-Acid Digestion,Hg,ppm,< 0.01,IND
OREAS 683,4-Acid Digestion,Se,ppm,1.325,IND
OREAS 683,4-Acid Digestion,Tl,ppm,0.0939638888888889,IND
OREAS 683,Infrared Combustion,CO2,wt.%,0.3695,IND
OREAS 683,Infrared Combustion,S,wt.%,0.181166666666667,IND
OREAS 684,NiS Fire Assay,Os,ppm,0.07375,IND
OREAS 684,NiS Fire Assay,Re,ppm,0.00133333333333333,IND
OREAS 684,Peroxide Fusion ICP,Ag,ppm,< 1,IND
OREAS 684,Peroxide Fusion ICP,In,ppm,< 0.2,IND
OREAS 684,Peroxide Fusion ICP,Sn,ppm,< 1,IND
OREAS 684,Peroxide Fusion ICP,As,ppm,< 5,IND
OREAS 684,Peroxide Fusion ICP,Li,ppm,5.375,IND
OREAS 684,Peroxide Fusion ICP,Ta,ppm,< 0.5,IND
OREAS 684,Peroxide Fusion ICP,B,ppm,< 20,IND
OREAS 684,Peroxide Fusion ICP,Lu,ppm,0.0828333333333333,IND
OREAS 684,Peroxide Fusion ICP,Te,ppm,< 1,IND
OREAS 684,Peroxide Fusion ICP,Be,ppm,< 5,IND
OREAS 684,Peroxide Fusion ICP,Mo,ppm,1.6,IND
OREAS 684,Peroxide Fusion ICP,Tl,ppm,< 0.5,IND
OREAS 684,Peroxide Fusion ICP,Cd,ppm,< 10,IND
OREAS 684,Peroxide Fusion ICP,Nb,ppm,1.27333333333333,IND
OREAS 684,Peroxide Fusion ICP,Tm,ppm,0.0783333333333333,IND
OREAS 684,Peroxide Fusion ICP,Cs,ppm,0.344444444444445,IND
OREAS 684,Peroxide Fusion ICP,P,wt.%,0.0155052365159714,IND
OREAS 684,Peroxide Fusion ICP,U,ppm,0.312444444444444,IND
OREAS 684,Peroxide Fusion ICP,Dy,ppm,0.728703703703704,IND
OREAS 684,Peroxide Fusion ICP,Re,ppm,< 0.1,IND
OREAS 684,Peroxide Fusion ICP,W,ppm,0.564444444444444,IND
OREAS 684,Peroxide Fusion ICP,Ge,ppm,1.46666666666667,IND
OREAS 684,Peroxide Fusion ICP,Sb,ppm,0.186666666666667,IND
OREAS 684,Peroxide Fusion ICP,Zr,ppm,19.3633333333333,IND
OREAS 684,Peroxide Fusion ICP,Hf,ppm,< 1,IND
OREAS 684,Peroxide Fusion ICP,Se,ppm,5.46666666666667,IND
OREAS 684,Peroxide Fusion ICP,Ho,ppm,0.170555555555556,IND
OREAS 684,Peroxide Fusion ICP,Sm,ppm,0.6968,IND
OREAS 684,4-Acid Digestion,As,ppm,0.908333333333333,IND
OREAS 684,4-Acid Digestion,Hg,ppm,0.00666666666666667,IND
OREAS 684,4-Acid Digestion,Se,ppm,2.46851851851852,IND
OREAS 684,4-Acid Digestion,Be,ppm,0.186969696969697,IND
OREAS 684,4-Acid Digestion,Re,ppm,0.00516666666666667,IND
OREAS 684,4-Acid Digestion,Ta,ppm,0.0754055555555555,IND
OREAS 684,4-Acid Digestion,Ge,ppm,0.1134,IND
OREAS 684,4-Acid Digestion,Sb,ppm,0.146166666666667,IND
OREAS 684,Infrared Combustion,CO2,wt.%,0.4355,IND
OREAS 684,Infrared Combustion,S,wt.%,0.420666666666667,IND
OREAS 700,Pb Fire Assay,Pd,ppb,4.58333333333333,IND
OREAS 700,Pb Fire Assay,Pt,ppb,< 5,IND
OREAS 700,Borate Fusion XRF,As,ppm,33.3333333333333,IND
OREAS 700,Borate Fusion XRF,Cr2O3,ppm,78.98,IND
OREAS 700,Borate Fusion XRF,Zr,ppm,52.5,IND
OREAS 700,Borate Fusion XRF,BaO,ppm,134.894933333333,IND
OREAS 700,Borate Fusion XRF,Mo,ppm,118.333333333333,IND
OREAS 700,Borate Fusion XRF,Co,ppm,17.1666666666667,IND
OREAS 700,Borate Fusion XRF,Sr,ppm,47.5333333333333,IND
OREAS 700,4-Acid Digestion,Ag,ppm,0.525,IND
OREAS 700,4-Acid Digestion,Gd,ppm,4.174975,IND
OREAS 700,4-Acid Digestion,Re,ppm,0.168536666666667,IND
OREAS 700,4-Acid Digestion,Bi,ppm,6.74663484848485,IND
OREAS 700,4-Acid Digestion,Ge,ppm,3.42555555555556,IND
OREAS 700,4-Acid Digestion,Se,ppm,2.09166666666667,IND
OREAS 700,4-Acid Digestion,Cd,ppm,0.368691666666667,IND
OREAS 700,4-Acid Digestion,Hg,ppm,< 10,IND
OREAS 700,4-Acid Digestion,Sm,ppm,5.25717291666667,IND
OREAS 700,4-Acid Digestion,Ce,ppm,65.767980952381,IND
OREAS 700,4-Acid Digestion,Ho,ppm,0.561012916666667,IND
OREAS 700,4-Acid Digestion,Ta,ppm,0.647429166666667,IND
OREAS 700,4-Acid Digestion,Dy,ppm,2.68468666666667,IND
OREAS 700,4-Acid Digestion,Nb,ppm,16.09936,IND
OREAS 700,4-Acid Digestion,Tb,ppm,0.499270833333333,IND
OREAS 700,4-Acid Digestion,Er,ppm,1.38093888888889,IND
OREAS 700,4-Acid Digestion,Nd,ppm,26.31275,IND
OREAS 700,4-Acid Digestion,Te,ppm,0.162693333333333,IND
OREAS 700,4-Acid Digestion,Eu,ppm,0.858694444444445,IND
OREAS 700,4-Acid Digestion,Pr,ppm,7.8396125,IND
OREAS 700,4-Acid Digestion,Tm,ppm,0.19149,IND
OREAS 700,Aqua Regia Digestion,Cs,ppm,45.0255772222222,IND
OREAS 700,Aqua Regia Digestion,Pd,ppb,< 10,IND
OREAS 700,Aqua Regia Digestion,Tb,ppm,0.450257666666667,IND
OREAS 700,Aqua Regia Digestion,Dy,ppm,2.26622833333333,IND
OREAS 700,Aqua Regia Digestion,Pr,ppm,4.6873,IND
OREAS 700,Aqua Regia Digestion,Th,ppm,7.18958476190476,IND
OREAS 700,Aqua Regia Digestion,Er,ppm,1.06976805555556,IND
OREAS 700,Aqua Regia Digestion,Pt,ppb,< 1,IND
OREAS 700,Aqua Regia Digestion,Tl,ppm,2.3069380952381,IND
OREAS 700,Aqua Regia Digestion,Eu,ppm,0.627172222222222,IND
OREAS 700,Aqua Regia Digestion,Rb,ppm,361.417704761905,IND
OREAS 700,Aqua Regia Digestion,Tm,ppm,0.151284444444444,IND
OREAS 700,Aqua Regia Digestion,Gd,ppm,3.18170333333333,IND
OREAS 700,Aqua Regia Digestion,Re,ppm,0.0453777777777778,IND
OREAS 700,Aqua Regia Digestion,U,ppm,4.46221333333333,IND
OREAS 700,Aqua Regia Digestion,Ge,ppm,2.82033333333333,IND
OREAS 700,Aqua Regia Digestion,Sb,ppm,0.345619333333333,IND
OREAS 700,Aqua Regia Digestion,W,wt.%,0.439989875,IND
OREAS 700,Aqua Regia Digestion,Hg,ppm,0.888333333333333,IND
OREAS 700,Aqua Regia Digestion,Si,wt.%,0.1385,IND
OREAS 700,Aqua Regia Digestion,Yb,ppm,0.945006666666667,IND
OREAS 700,Aqua Regia Digestion,Ho,ppm,0.407580222222222,IND
OREAS 700,Aqua Regia Digestion,Sm,ppm,3.85936666666667,IND
OREAS 700,Aqua Regia Digestion,Nd,ppm,19.93265,IND
OREAS 700,Aqua Regia Digestion,Ta,ppm,0.2075,IND
OREAS 700,Infrared Combustion,S,wt.%,0.325,IND
OREAS 701,Pb Fire Assay,Pd,ppb,14.1666666666667,IND
OREAS 701,Pb Fire Assay,Pt,ppb,5,IND
OREAS 701,Borate Fusion XRF,As,ppm,62.5,IND
OREAS 701,Borate Fusion XRF,Mo,ppm,160,IND
OREAS 701,Borate Fusion XRF,V2O5,ppm,84.7008222222222,IND
OREAS 701,Borate Fusion XRF,BaO,ppm,58.6879404761905,IND
OREAS 701,Borate Fusion XRF,Ni,ppm,15.4166666666667,IND
OREAS 701,Borate Fusion XRF,Zr,ppm,23.75,IND
OREAS 701,Borate Fusion XRF,Co,ppm,10.2083333333333,IND
OREAS 701,Borate Fusion XRF,Pb,ppm,< 10,IND
OREAS 701,4-Acid Digestion,Dy,ppm,1.56308333333333,IND
OREAS 701,4-Acid Digestion,Hg,ppm,< 10,IND
OREAS 701,4-Acid Digestion,Sm,ppm,2.31600983333333,IND
OREAS 701,4-Acid Digestion,Er,ppm,0.881875833333333,IND
OREAS 701,4-Acid Digestion,Ho,ppm,0.345583333333333,IND
OREAS 701,4-Acid Digestion,Tm,ppm,0.112245833333333,IND
OREAS 701,4-Acid Digestion,Eu,ppm,0.2478,IND
OREAS 701,4-Acid Digestion,Nd,ppm,10.0262333333333,IND
OREAS 701,4-Acid Digestion,W,wt.%,2.45481666666667,IND
OREAS 701,4-Acid Digestion,Gd,ppm,2.19339166666667,IND
OREAS 701,4-Acid Digestion,Pr,ppm,2.72294166666667,IND
OREAS 701,4-Acid Digestion,Ge,ppm,1.725,IND
OREAS 701,4-Acid Digestion,Re,ppm,0.282275,IND
OREAS 701,Aqua Regia Digestion,B,ppm,10,IND
OREAS 701,Aqua Regia Digestion,Ge,ppm,1.30911111111111,IND
OREAS 701,Aqua Regia Digestion,Re,ppm,0.072,IND
OREAS 701,Aqua Regia Digestion,Be,ppm,0.3438125,IND
OREAS 701,Aqua Regia Digestion,Ho,ppm,0.268550444444444,IND
OREAS 701,Aqua Regia Digestion,Sb,ppm,0.234223666666667,IND
OREAS 701,Aqua Regia Digestion,Cs,ppm,250.580388888889,IND
OREAS 701,Aqua Regia Digestion,Nd,ppm,8.18821333333333,IND
OREAS 701,Aqua Regia Digestion,Sm,ppm,1.84602222222222,IND
OREAS 701,Aqua Regia Digestion,Dy,ppm,1.40587,IND
OREAS 701,Aqua Regia Digestion,Pd,ppb,7.08333333333333,IND
OREAS 701,Aqua Regia Digestion,Ta,ppm,0.329777777777778,IND
OREAS 701,Aqua Regia Digestion,Er,ppm,0.702434722222222,IND
OREAS 701,Aqua Regia Digestion,Pr,ppm,1.93485,IND
OREAS 701,Aqua Regia Digestion,Tm,ppm,0.0973,IND
OREAS 701,Aqua Regia Digestion,Eu,ppm,0.186905555555556,IND
OREAS 701,Aqua Regia Digestion,Pt,ppb,< 1,IND
OREAS 701,Aqua Regia Digestion,W,wt.%,0.380092857142857,IND
OREAS 701,Aqua Regia Digestion,Gd,ppm,1.73446444444444,IND
OREAS 701,Aqua Regia Digestion,Rb,ppm,816.941444444445,IND
OREAS 701,Aqua Regia Digestion,Yb,ppm,0.581503333333333,IND
OREAS 701,Infrared Combustion,S,wt.%,0.771666666666667,IND
OREAS 70b,Borate Fusion XRF,As,ppm,126.727057303991,IND
OREAS 70b,Borate Fusion XRF,Nb,ppm,< 10,IND
OREAS 70b,Borate Fusion XRF,Th,ppm,19.94,IND
OREAS 70b,Borate Fusion XRF,Ba,ppm,196.301041137755,IND
OREAS 70b,Borate Fusion XRF,Pb,ppm,< 50,IND
OREAS 70b,Borate Fusion XRF,U,ppm,< 10,IND
OREAS 70b,Borate Fusion XRF,Bi,ppm,< 80,IND
OREAS 70b,Borate Fusion XRF,Rb,ppm,< 50,IND
OREAS 70b,Borate Fusion XRF,W,ppm,< 10,IND
OREAS 70b,Borate Fusion XRF,Cl,ppm,386.016666166155,IND
OREAS 70b,Borate Fusion XRF,S,wt.%,0.304977942429011,IND
OREAS 70b,Borate Fusion XRF,Zn,ppm,102.967041866368,IND
OREAS 70b,Borate Fusion XRF,Co,ppm,84.1286341725822,IND
OREAS 70b,Borate Fusion XRF,Sb,ppm,< 50,IND
OREAS 70b,Borate Fusion XRF,Zr,ppm,< 100,IND
OREAS 70b,Borate Fusion XRF,Cu,ppm,< 60,IND
OREAS 70b,Borate Fusion XRF,Sn,ppm,< 50,IND
OREAS 70b,Borate Fusion XRF,Mo,ppm,< 10,IND
OREAS 70b,Borate Fusion XRF,Sr,ppm,61.645814476577,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Ag,ppm,< 1,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Hg,ppm,< 20,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Se,ppm,1.54166666666667,IND
OREAS 70b,Borate / Peroxide Fusion ICP,B,ppm,27.9444444444444,IND
OREAS 70b,Borate / Peroxide Fusion ICP,In,ppm,< 0.2,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Sn,ppm,1.04951756653405,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Be,ppm,1.5,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Lu,ppm,0.204413236620197,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Ta,ppm,0.357916666666667,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Bi,ppm,< 2,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Mo,ppm,2.95826879888897,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Te,ppm,< 6,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Cd,ppm,< 2,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Na,wt.%,0.764094955489614,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Tl,ppm,0.345517772768658,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Ge,ppm,2.00453695598438,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Sb,ppm,< 2,IND
OREAS 70b,Borate / Peroxide Fusion ICP,W,ppm,4.66163518941691,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Hf,ppm,1.92978638713304,IND
OREAS 70b,Borate / Peroxide Fusion ICP,Sc,ppm,11.0848182904608,IND
OREAS 70b,4-Acid Digestion,Dy,ppm,1.83888888888889,IND
OREAS 70b,4-Acid Digestion,Ho,ppm,0.383333333333333,IND
OREAS 70b,4-Acid Digestion,Se,ppm,1.03701432103796,IND
OREAS 70b,4-Acid Digestion,Er,ppm,1.1,IND
OREAS 70b,4-Acid Digestion,Lu,ppm,0.1650222409012,IND
OREAS 70b,4-Acid Digestion,Sm,ppm,1.95555555555556,IND
OREAS 70b,4-Acid Digestion,Eu,ppm,0.490555555555556,IND
OREAS 70b,4-Acid Digestion,Nd,ppm,10.3008333333333,IND
OREAS 70b,4-Acid Digestion,Tb,ppm,0.32511719087521,IND
OREAS 70b,4-Acid Digestion,Gd,ppm,1.98333333333333,IND
OREAS 70b,4-Acid Digestion,Pr,ppm,3.11666666666667,IND
OREAS 70b,4-Acid Digestion,Te,ppm,0.070488476248611,IND
OREAS 70b,4-Acid Digestion,Ge,ppm,0.219166666666667,IND
OREAS 70b,4-Acid Digestion,Rb,ppm,35.7053393395978,IND
OREAS 70b,4-Acid Digestion,Tm,ppm,0.175555555555556,IND
OREAS 70b,4-Acid Digestion,Hg,ppm,< 1,IND
OREAS 70b,4-Acid Digestion,Re,ppm,0.00121944444444444,IND
OREAS 70b,4-Acid Digestion,Yb,ppm,1.03668651663318,IND
OREAS 70b,Infrared Combustion,C,wt.%,0.0733333333333333,IND
OREAS 722,Infrared Combustion,C,wt.%,2.055,IND
OREAS 722,Infrared Combustion,S,wt.%,0.055,IND
OREAS 722,Coulometry,TGC,wt.%,2.07833333333333,IND
OREAS 722,Proximate Analysis,Ash,wt.%,97.2,IND
OREAS 722,Proximate Analysis,H2O-,wt.%,0.19,IND
OREAS 722,Proximate Analysis,C-Fixed,wt.%,0.78,IND
OREAS 722,Proximate Analysis,Volatile,wt.%,1.85,IND
OREAS 722,Borate Fusion XRF,Al2O3,wt.%,15.095,IND
OREAS 722,Borate Fusion XRF,MgO,wt.%,2.355,IND
OREAS 722,Borate Fusion XRF,SO3,wt.%,0.16,IND
OREAS 722,Borate Fusion XRF,BaO,ppm,1200,IND
OREAS 722,Borate Fusion XRF,MnO,wt.%,0.07,IND
OREAS 722,Borate Fusion XRF,TiO2,wt.%,0.825,IND
OREAS 722,Borate Fusion XRF,CaO,wt.%,3.73,IND
OREAS 722,Borate Fusion XRF,Na2O,wt.%,2.77,IND
OREAS 722,Borate Fusion XRF,V2O5,ppm,215,IND
OREAS 722,Borate Fusion XRF,Fe2O3,wt.%,5.515,IND
OREAS 722,Borate Fusion XRF,P2O5,wt.%,0.238,IND
OREAS 722,Borate Fusion XRF,K2O,wt.%,3.827,IND
OREAS 722,Borate Fusion XRF,SiO2,wt.%,62.635,IND
OREAS 722,Laser Ablation ICP-MS,Ag,ppm,< 0.1,IND
OREAS 722,Laser Ablation ICP-MS,Gd,ppm,5.265,IND
OREAS 722,Laser Ablation ICP-MS,Sb,ppm,0.55,IND
OREAS 722,Laser Ablation ICP-MS,As,ppm,19.5,IND
OREAS 722,Laser Ablation ICP-MS,Hf,ppm,7.77,IND
OREAS 722,Laser Ablation ICP-MS,Sc,ppm,12.45,IND
OREAS 722,Laser Ablation ICP-MS,Ba,ppm,1065,IND
OREAS 722,Laser Ablation ICP-MS,La,ppm,38.55,IND
OREAS 722,Laser Ablation ICP-MS,Sm,ppm,6.865,IND
OREAS 722,Laser Ablation ICP-MS,Bi,ppm,0.18,IND
OREAS 722,Laser Ablation ICP-MS,Mo,ppm,7.7,IND
OREAS 722,Laser Ablation ICP-MS,Th,ppm,21.15,IND
OREAS 722,Laser Ablation ICP-MS,Cd,ppm,< 0.1,IND
OREAS 722,Laser Ablation ICP-MS,Nd,ppm,31.75,IND
OREAS 722,Laser Ablation ICP-MS,Tl,ppm,0.15,IND
OREAS 722,Laser Ablation ICP-MS,Ce,ppm,75,IND
OREAS 722,Laser Ablation ICP-MS,Ni,ppm,48,IND
OREAS 722,Laser Ablation ICP-MS,U,ppm,5.97,IND
OREAS 722,Laser Ablation ICP-MS,Co,ppm,14.1,IND
OREAS 722,Laser Ablation ICP-MS,Pb,ppm,21,IND
OREAS 722,Laser Ablation ICP-MS,W,ppm,5,IND
OREAS 722,Laser Ablation ICP-MS,Cu,ppm,48,IND
OREAS 722,Laser Ablation ICP-MS,Pr,ppm,8.975,IND
OREAS 722,Laser Ablation ICP-MS,Zn,ppm,77.5,IND
OREAS 722,Laser Ablation ICP-MS,Eu,ppm,1.375,IND
OREAS 722,Laser Ablation ICP-MS,Re,ppm,0.0125,IND
OREAS 722,Thermogravimetry,LOI1000,wt.%,2.615,IND
OREAS 723,Infrared Combustion,C,wt.%,5.98416666666667,IND
OREAS 723,Infrared Combustion,S,wt.%,0.075,IND
OREAS 723,Coulometry,TGC,wt.%,6.05666666666667,IND
OREAS 723,Proximate Analysis,Ash,wt.%,93.1,IND
OREAS 723,Proximate Analysis,H2O-,wt.%,0.17,IND
OREAS 723,Proximate Analysis,C-Fixed,wt.%,3.92,IND
OREAS 723,Proximate Analysis,Volatile,wt.%,2.76,IND
OREAS 723,Borate Fusion XRF,Al2O3,wt.%,14.425,IND
OREAS 723,Borate Fusion XRF,MgO,wt.%,2.275,IND
OREAS 723,Borate Fusion XRF,SO3,wt.%,0.19,IND
OREAS 723,Borate Fusion XRF,BaO,ppm,1200,IND
OREAS 723,Borate Fusion XRF,MnO,wt.%,0.07,IND
OREAS 723,Borate Fusion XRF,TiO2,wt.%,0.7895,IND
OREAS 723,Borate Fusion XRF,CaO,wt.%,3.535,IND
OREAS 723,Borate Fusion XRF,Na2O,wt.%,2.675,IND
OREAS 723,Borate Fusion XRF,V2O5,ppm,200,IND
OREAS 723,Borate Fusion XRF,Fe2O3,wt.%,5.385,IND
OREAS 723,Borate Fusion XRF,P2O5,wt.%,0.23,IND
OREAS 723,Borate Fusion XRF,K2O,wt.%,3.677,IND
OREAS 723,Borate Fusion XRF,SiO2,wt.%,59.865,IND
OREAS 723,Laser Ablation ICP-MS,Ag,ppm,0.1,IND
OREAS 723,Laser Ablation ICP-MS,Gd,ppm,5.465,IND
OREAS 723,Laser Ablation ICP-MS,Sb,ppm,0.5,IND
OREAS 723,Laser Ablation ICP-MS,As,ppm,22.4,IND
OREAS 723,Laser Ablation ICP-MS,Hf,ppm,7.935,IND
OREAS 723,Laser Ablation ICP-MS,Sc,ppm,12.1,IND
OREAS 723,Laser Ablation ICP-MS,Ba,ppm,1070,IND
OREAS 723,Laser Ablation ICP-MS,La,ppm,40,IND
OREAS 723,Laser Ablation ICP-MS,Sm,ppm,6.635,IND
OREAS 723,Laser Ablation ICP-MS,Bi,ppm,0.25,IND
OREAS 723,Laser Ablation ICP-MS,Mo,ppm,8.3,IND
OREAS 723,Laser Ablation ICP-MS,Th,ppm,20.35,IND
OREAS 723,Laser Ablation ICP-MS,Cd,ppm,< 0.1,IND
OREAS 723,Laser Ablation ICP-MS,Nd,ppm,31.75,IND
OREAS 723,Laser Ablation ICP-MS,Tl,ppm,0.15,IND
OREAS 723,Laser Ablation ICP-MS,Ce,ppm,75.45,IND
OREAS 723,Laser Ablation ICP-MS,Ni,ppm,48,IND
OREAS 723,Laser Ablation ICP-MS,U,ppm,5.65,IND
OREAS 723,Laser Ablation ICP-MS,Co,ppm,14.35,IND
OREAS 723,Laser Ablation ICP-MS,Pb,ppm,20.5,IND
OREAS 723,Laser Ablation ICP-MS,W,ppm,5,IND
OREAS 723,Laser Ablation ICP-MS,Cu,ppm,52,IND
OREAS 723,Laser Ablation ICP-MS,Pr,ppm,9.48,IND
OREAS 723,Laser Ablation ICP-MS,Zn,ppm,67.5,IND
OREAS 723,Laser Ablation ICP-MS,Eu,ppm,1.26,IND
OREAS 723,Laser Ablation ICP-MS,Re,ppm,< 0.01,IND
OREAS 723,Thermogravimetry,LOI1000,wt.%,6.605,IND
OREAS 724,Infrared Combustion,C,wt.%,12.025,IND
OREAS 724,Infrared Combustion,S,wt.%,0.07,IND
OREAS 724,Coulometry,TGC,wt.%,12.25,IND
OREAS 724,Proximate Analysis,Ash,wt.%,83.8,IND
OREAS 724,Proximate Analysis,H2O-,wt.%,0.34,IND
OREAS 724,Proximate Analysis,C-Fixed,wt.%,13.1,IND
OREAS 724,Proximate Analysis,Volatile,wt.%,2.79,IND
OREAS 724,Borate Fusion XRF,Al2O3,wt.%,13.45,IND
OREAS 724,Borate Fusion XRF,MgO,wt.%,2.095,IND
OREAS 724,Borate Fusion XRF,SO3,wt.%,0.19,IND
OREAS 724,Borate Fusion XRF,BaO,ppm,1050,IND
OREAS 724,Borate Fusion XRF,MnO,wt.%,0.06,IND
OREAS 724,Borate Fusion XRF,TiO2,wt.%,0.7295,IND
OREAS 724,Borate Fusion XRF,CaO,wt.%,3.315,IND
OREAS 724,Borate Fusion XRF,Na2O,wt.%,2.46,IND
OREAS 724,Borate Fusion XRF,V2O5,ppm,165,IND
OREAS 724,Borate Fusion XRF,Fe2O3,wt.%,4.96,IND
OREAS 724,Borate Fusion XRF,P2O5,wt.%,0.214,IND
OREAS 724,Borate Fusion XRF,K2O,wt.%,3.4155,IND
OREAS 724,Borate Fusion XRF,SiO2,wt.%,55.76,IND
OREAS 724,Laser Ablation ICP-MS,Ag,ppm,0.85,IND
OREAS 724,Laser Ablation ICP-MS,Gd,ppm,4.985,IND
OREAS 724,Laser Ablation ICP-MS,Sb,ppm,0.45,IND
OREAS 724,Laser Ablation ICP-MS,As,ppm,21.8,IND
OREAS 724,Laser Ablation ICP-MS,Hf,ppm,7.015,IND
OREAS 724,Laser Ablation ICP-MS,Sc,ppm,11.45,IND
OREAS 724,Laser Ablation ICP-MS,Ba,ppm,999,IND
OREAS 724,Laser Ablation ICP-MS,La,ppm,37.25,IND
OREAS 724,Laser Ablation ICP-MS,Sm,ppm,5.95,IND
OREAS 724,Laser Ablation ICP-MS,Bi,ppm,0.37,IND
OREAS 724,Laser Ablation ICP-MS,Mo,ppm,7.9,IND
OREAS 724,Laser Ablation ICP-MS,Th,ppm,18.8,IND
OREAS 724,Laser Ablation ICP-MS,Cd,ppm,< 0.1,IND
OREAS 724,Laser Ablation ICP-MS,Nd,ppm,30.2,IND
OREAS 724,Laser Ablation ICP-MS,Tl,ppm,< 0.2,IND
OREAS 724,Laser Ablation ICP-MS,Ce,ppm,69.55,IND
OREAS 724,Laser Ablation ICP-MS,Ni,ppm,51,IND
OREAS 724,Laser Ablation ICP-MS,U,ppm,5.265,IND
OREAS 724,Laser Ablation ICP-MS,Co,ppm,13.15,IND
OREAS 724,Laser Ablation ICP-MS,Pb,ppm,19,IND
OREAS 724,Laser Ablation ICP-MS,W,ppm,5,IND
OREAS 724,Laser Ablation ICP-MS,Cu,ppm,48,IND
OREAS 724,Laser Ablation ICP-MS,Pr,ppm,8.615,IND
OREAS 724,Laser Ablation ICP-MS,Zn,ppm,67.5,IND
OREAS 724,Laser Ablation ICP-MS,Eu,ppm,1.185,IND
OREAS 724,Laser Ablation ICP-MS,Re,ppm,< 0.01,IND
OREAS 724,Thermogravimetry,LOI1000,wt.%,12.93,IND
OREAS 725,Infrared Combustion,C,wt.%,24.6416666666667,IND
OREAS 725,Infrared Combustion,S,wt.%,0.065,IND
OREAS 725,Coulometry,TGC,wt.%,25,IND
OREAS 725,Proximate Analysis,Ash,wt.%,73.9,IND
OREAS 725,Proximate Analysis,H2O-,wt.%,0.23,IND
OREAS 725,Proximate Analysis,C-Fixed,wt.%,22.9,IND
OREAS 725,Proximate Analysis,Volatile,wt.%,2.91,IND
OREAS 725,Borate Fusion XRF,Al2O3,wt.%,11.35,IND
OREAS 725,Borate Fusion XRF,MgO,wt.%,1.78,IND
OREAS 725,Borate Fusion XRF,SO3,wt.%,0.215,IND
OREAS 725,Borate Fusion XRF,BaO,ppm,900,IND
OREAS 725,Borate Fusion XRF,MnO,wt.%,0.05,IND
OREAS 725,Borate Fusion XRF,TiO2,wt.%,0.6195,IND
